item1	item2	item3	finalTemplate	finalScript	finalName	level
item_mustafar_dg_bacta_ampule	item_mustafar_dg_ledger	item_mustafar_fg_medical_enhancement	item_tow_bleed_res_02_05			LEVEL 07 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_dg_device	item_mustafar_fg_chance_die	item_tow_cube_const_willpower_02_04			LEVEL 07 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_dg_ledger	item_mustafar_fg_retrofit_kit	item_tow_cube_health_stamina_willpower_02_02			LEVEL 07 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_dg_bacta_ampule	item_mustafar_fg_patch_of_hair	item_tow_cube_stamina_02_06			LEVEL 07 ITEM
item_mustafar_dg_recording_rod	item_mustafar_dg_spool_of_wire	item_mustafar_fg_chance_die	item_tow_schematic_mustafar_painting_02_03			LEVEL 07 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_dg_droid_interface	item_mustafar_fg_chemical_antidote	item_tow_cube_const_willpower_02_03			LEVEL 07 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_dg_bone	item_mustafar_fg_chance_die	item_tow_fire_abs_02_05			LEVEL 07 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_dg_device	item_mustafar_fg_distress_beacon	item_tow_bleed_abs_02_05			LEVEL 07 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_dg_bacta_ampule	item_mustafar_fg_distress_beacon	item_tow_cube_melee_acc_02_06			LEVEL 07 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_small_crate	item_tow_fire_res_abs_02_03			LEVEL 07 ITEM
item_mustafar_dg_shisha	item_mustafar_dg_recording_rod	item_mustafar_fg_impulse_detector	item_tow_schematic_old_republic_tech_02_01			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_droid_interface	item_mustafar_fg_comm_unit	item_tow_poison_res_02_06			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_bone	item_mustafar_fg_homing_beacon	item_tow_disease_res_abs_02_03			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_device	item_mustafar_fg_feather	item_tow_cube_health_const_stamina_02_01			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_bacta_ampule	item_mustafar_fg_retrofit_kit	item_tow_cube_rng_acc_02_06			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_patch_of_hair	weapon_tow_pistol_01_01			LEVEL 07 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_dg_spray_bottle	item_mustafar_fg_patch_of_hair	item_tow_cube_melee_def_02_05			LEVEL 07 ITEM
item_mustafar_dg_ammo_box	item_mustafar_dg_shisha	item_mustafar_fg_chemical_antidote	item_tow_schematic_mustafar_painting_02_01			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_droid_interface	item_mustafar_fg_comm_unit	item_tow_cube_combo_acc_02_04			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_device	item_mustafar_fg_patch_of_hair	item_tow_poison_abs_02_05			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_ledger	item_mustafar_fg_booster	item_tow_cube_health_stamina_02_03			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_bacta_ampule	item_mustafar_fg_brazier	item_tow_disease_abs_02_05			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_camera	item_tow_cube_health_const_02_03			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_spray_bottle	item_mustafar_fg_booster	item_tow_cube_private_def_02_04			LEVEL 07 ITEM
item_mustafar_dg_binoculars	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_document	item_tow_cube_rng_def_02_05			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_droid_interface	item_mustafar_fg_decrypter	item_tow_cube_melee_def_02_06			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_bone	item_mustafar_fg_decrypter	item_tow_cube_willpower_02_05			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_device	item_mustafar_fg_powerpack	item_tow_cube_health_02_06			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_ledger	item_mustafar_fg_impulse_detector	item_tow_disease_res_abs_02_04			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_bacta_ampule	item_mustafar_fg_comm_unit	item_tow_cube_stamina_02_05			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_slave_collar	item_tow_fire_abs_02_06			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_spray_bottle	item_mustafar_fg_chemical_antidote	item_tow_fire_res_02_06			LEVEL 07 ITEM
item_mustafar_dg_id_badge	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_decrypter	weapon_tow_pistol_01_02			LEVEL 07 ITEM
item_mustafar_dg_sphere_of_water	item_mustafar_dg_spool_of_wire	item_mustafar_fg_radio	item_tow_schematic_old_republic_tech_02_09			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_droid_interface	item_mustafar_fg_booster	weapon_tow_flamer_01_01			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_bone	item_mustafar_fg_fuse	item_tow_cube_combo_acc_02_03			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_device	item_mustafar_fg_feather	item_tow_cube_melee_ds_02_04			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_ledger	item_mustafar_fg_impulse_scanner	item_tow_cube_rng_acc_02_05			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_radio	item_tow_cube_const_stamina_02_04			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_spray_bottle	item_mustafar_fg_impulse_scanner	item_tow_cube_health_stamina_willpower_02_01			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_cyborg_kit	item_tow_cube_health_const_willpower_02_01			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_binoculars	item_mustafar_fg_circuit_board	weapon_tow_sword_1h_01_01			LEVEL 07 ITEM
item_mustafar_dg_bottle	item_mustafar_dg_id_badge	item_mustafar_fg_brazier	item_tow_cube_health_stamina_02_04			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_droid_interface	item_mustafar_fg_circuit_board	item_tow_cube_constitution_02_05			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_bone	item_mustafar_fg_medical_enhancement	item_tow_cube_health_const_stamina_02_02			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_device	item_mustafar_fg_document	item_tow_poison_res_abs_02_03			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_bacta_ampule	item_mustafar_fg_homing_beacon	item_tow_decor_stuffed_dewback_02_01			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_brazier	weapon_tow_rifle_01_01			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_spray_bottle	item_mustafar_fg_slave_collar	item_tow_cube_rng_ds_02_04			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_ambush_detector	weapon_tow_rifle_01_02			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_binoculars	item_mustafar_fg_medical_enhancement	item_tow_cube_melee_ds_02_05			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_id_badge	item_mustafar_fg_distress_beacon	item_tow_cube_health_const_willpower_02_02			LEVEL 07 ITEM
item_mustafar_dg_medicine	item_mustafar_dg_bottle	item_mustafar_fg_ambush_detector	item_tow_proc_a_02_03			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_droid_interface	item_mustafar_fg_powerpack	item_tow_cube_const_stamina_willpower_02_01			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_bone	item_mustafar_fg_camera	weapon_tow_polearm_01_02			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_device	item_mustafar_fg_radio	item_tow_fire_res_02_05			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_ledger	item_mustafar_fg_impulse_detector	item_tow_cube_const_stamina_02_03			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_circuit_board	item_tow_cube_combo_ds_02_03			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_spray_bottle	item_mustafar_fg_feather	item_tow_fire_res_abs_02_04			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_impulse_scanner	item_tow_bleed_res_abs_02_03			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_binoculars	item_mustafar_fg_module_interface	weapon_tow_cannon_01_01			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_id_badge	item_mustafar_fg_document	weapon_tow_polearm_01_01			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_bottle	item_mustafar_fg_fuse	item_tow_poison_res_02_05			LEVEL 07 ITEM
item_mustafar_dg_liquid	item_mustafar_dg_medicine	item_mustafar_fg_powerpack	weapon_tow_sword_2h_01_02			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_droid_interface	item_mustafar_fg_retrofit_kit	item_tow_cube_health_02_05			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_bone	item_mustafar_fg_camera	item_tow_cube_rng_def_02_06			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_device	item_mustafar_fg_impulse_detector	item_tow_proc_b_02_03			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_ledger	item_mustafar_fg_ambush_detector	item_tow_disease_abs_02_06			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_cyborg_kit	item_tow_bleed_res_02_06			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_spray_bottle	item_mustafar_fg_ambush_detector	item_tow_cube_health_willpower_02_03			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_small_crate	item_tow_cube_rng_ds_02_05			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_binoculars	item_mustafar_fg_decrypter	item_tow_poison_abs_02_06			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_id_badge	item_mustafar_fg_retrofit_kit	weapon_tow_sword_2h_01_01			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_bottle	item_mustafar_fg_small_crate	item_tow_cube_stamina_willpower_02_04			LEVEL 07 ITEM
item_mustafar_dg_canister	item_mustafar_dg_liquid	item_mustafar_fg_document	item_tow_cube_willpower_02_06			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_droid_interface	item_mustafar_fg_comm_unit	weapon_tow_carbine_01_01			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_device	item_mustafar_fg_powerpack	item_tow_cube_combo_ds_02_02			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_fuse	weapon_tow_sword_1h_01_02			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_spray_bottle	item_mustafar_fg_booster	item_tow_disease_res_02_06			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_shield_repair_kit	item_mustafar_fg_camera	item_tow_poison_res_abs_02_04			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_binoculars	item_mustafar_fg_slave_collar	item_tow_cube_stamina_willpower_02_03			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_id_badge	item_mustafar_fg_module_interface	item_tow_cube_health_const_02_04			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_bottle	item_mustafar_fg_homing_beacon	item_tow_proc_b_02_02			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_medicine	item_mustafar_fg_module_interface	item_tow_cube_private_def_02_03			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_liquid	item_mustafar_fg_impulse_scanner	item_tow_bleed_abs_02_06			LEVEL 07 ITEM
item_mustafar_dg_battery	item_mustafar_dg_canister	item_mustafar_fg_fuse	item_tow_cube_constitution_02_06			LEVEL 07 ITEM
item_mustafar_dg_droid_interface	item_mustafar_fg_cyborg_kit	item_mustafar_fg_circuit_board	item_tow_decor_stuffed_bantha_02_01			LEVEL 05 ITEM
item_mustafar_dg_droid_interface	item_mustafar_fg_small_crate	item_mustafar_fg_impulse_scanner	item_tow_cube_melee_ds_02_03			LEVEL 05 ITEM
item_mustafar_dg_droid_interface	item_mustafar_fg_impulse_detector	item_mustafar_fg_medical_enhancement	item_tow_fire_res_02_03			LEVEL 05 ITEM
item_mustafar_dg_droid_interface	item_mustafar_fg_homing_beacon	item_mustafar_fg_radio	item_tow_proc_a_02_01			LEVEL 05 ITEM
item_mustafar_dg_bone	item_mustafar_fg_circuit_board	item_mustafar_fg_fuse	item_tow_cube_melee_ds_02_02			LEVEL 05 ITEM
item_mustafar_dg_bone	item_mustafar_fg_small_crate	item_mustafar_fg_cyborg_kit	item_tow_cube_willpower_02_03			LEVEL 05 ITEM
item_mustafar_dg_bone	item_mustafar_fg_radio	item_mustafar_fg_cyborg_kit	item_tow_disease_res_abs_02_02			LEVEL 05 ITEM
item_mustafar_dg_bone	item_mustafar_fg_impulse_detector	item_mustafar_fg_distress_beacon	item_tow_cube_const_willpower_02_02			LEVEL 05 ITEM
item_mustafar_dg_device	item_mustafar_fg_retrofit_kit	item_mustafar_fg_patch_of_hair	item_tow_cube_rng_ds_02_03			LEVEL 05 ITEM
item_mustafar_dg_device	item_mustafar_fg_homing_beacon	item_mustafar_fg_impulse_scanner	item_tow_disease_res_abs_02_01			LEVEL 05 ITEM
item_mustafar_dg_device	item_mustafar_fg_brazier	item_mustafar_fg_ambush_detector	item_tow_cube_const_willpower_02_01			LEVEL 05 ITEM
item_mustafar_dg_ledger	item_mustafar_fg_medical_enhancement	item_mustafar_fg_cyborg_kit	item_tow_cube_melee_acc_02_04			LEVEL 05 ITEM
item_mustafar_dg_ledger	item_mustafar_fg_feather	item_mustafar_fg_comm_unit	item_tow_bleed_res_abs_02_02			LEVEL 05 ITEM
item_mustafar_dg_ledger	item_mustafar_fg_impulse_detector	item_mustafar_fg_chance_die	item_tow_cube_rng_acc_02_04			LEVEL 05 ITEM
item_mustafar_dg_ledger	item_mustafar_fg_ambush_detector	item_mustafar_fg_distress_beacon	item_tow_disease_abs_02_04			LEVEL 05 ITEM
item_mustafar_dg_bacta_ampule	item_mustafar_fg_feather	item_mustafar_fg_distress_beacon	item_tow_cube_melee_acc_02_03			LEVEL 05 ITEM
item_mustafar_dg_bacta_ampule	item_mustafar_fg_small_crate	item_mustafar_fg_patch_of_hair	item_tow_bleed_res_abs_02_01			LEVEL 05 ITEM
item_mustafar_dg_bacta_ampule	item_mustafar_fg_homing_beacon	item_mustafar_fg_slave_collar	item_tow_cube_rng_acc_02_03			LEVEL 05 ITEM
item_mustafar_dg_bacta_ampule	item_mustafar_fg_booster	item_mustafar_fg_fuse	item_tow_disease_res_02_04			LEVEL 05 ITEM
item_mustafar_dg_spool_of_wire	item_mustafar_fg_cyborg_kit	item_mustafar_fg_distress_beacon	object/tangible/component/weapon/mustafar/rifle_coil_dp23.iff			LEVEL 05 ITEM
item_mustafar_dg_spool_of_wire	item_mustafar_fg_medical_enhancement	item_mustafar_fg_fuse	item_tow_schematic_throwpillow_02_01			LEVEL 05 ITEM
item_mustafar_dg_spool_of_wire	item_mustafar_fg_small_crate	item_mustafar_fg_feather	object/tangible/component/weapon/mustafar/2h_obsid_sword_core.iff			LEVEL 05 ITEM
item_mustafar_dg_spool_of_wire	item_mustafar_fg_module_interface	item_mustafar_fg_booster	object/tangible/component/weapon/mustafar/pistol_coil_ion.iff			LEVEL 05 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_powerpack	item_mustafar_fg_comm_unit	item_tow_cube_rng_ds_02_02			LEVEL 05 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_brazier	item_mustafar_fg_retrofit_kit	item_tow_disease_abs_02_03			LEVEL 05 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_module_interface	item_mustafar_fg_fuse	item_tow_cube_const_stamina_02_02			LEVEL 05 ITEM
item_mustafar_dg_magnetite_cleaner	item_mustafar_fg_decrypter	item_mustafar_fg_document	item_tow_cube_rng_def_02_03			LEVEL 05 ITEM
item_mustafar_dg_recording_rod	item_mustafar_fg_small_crate	item_mustafar_fg_medical_enhancement	object/tangible/component/weapon/mustafar/rifle_coil_dist.iff			LEVEL 05 ITEM
item_mustafar_dg_recording_rod	item_mustafar_fg_chance_die	item_mustafar_fg_slave_collar	object/tangible/component/weapon/mustafar/1h_bandit_sword_core.iff			LEVEL 05 ITEM
item_mustafar_dg_recording_rod	item_mustafar_fg_document	item_mustafar_fg_camera	object/tangible/component/weapon/mustafar/obsid_lance_core.iff			LEVEL 05 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_fg_chemical_antidote	item_mustafar_fg_chance_die	item_tow_proc_b_02_01			LEVEL 05 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_fg_ambush_detector	item_mustafar_fg_homing_beacon	item_tow_bleed_abs_02_03			LEVEL 05 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_fg_module_interface	item_mustafar_fg_powerpack	item_tow_disease_res_02_03			LEVEL 05 ITEM
item_mustafar_dg_spray_bottle	item_mustafar_fg_document	item_mustafar_fg_cyborg_kit	item_tow_cube_const_stamin1_02_01			LEVEL 05 ITEM
item_mustafar_dg_shisha	item_mustafar_fg_retrofit_kit	item_mustafar_fg_powerpack	object/tangible/component/weapon/mustafar/lava_cannon_coil.iff			LEVEL 05 ITEM
item_mustafar_dg_shisha	item_mustafar_fg_cyborg_kit	item_mustafar_fg_impulse_scanner	object/tangible/component/structure/mustafar/must_adhesive_friction_surface.iff			LEVEL 05 ITEM
item_mustafar_dg_shisha	item_mustafar_fg_slave_collar	item_mustafar_fg_feather	object/tangible/component/weapon/mustafar/1h_obsid_sword_core.iff			LEVEL 05 ITEM
item_mustafar_dg_shisha	item_mustafar_fg_homing_beacon	item_mustafar_fg_chemical_antidote	object/tangible/component/weapon/mustafar/2h_tulrus_sword_core.iff			LEVEL 05 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_fg_radio	item_mustafar_fg_slave_collar	item_tow_cube_stamina_02_04			LEVEL 05 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_fg_booster	item_mustafar_fg_impulse_detector	item_tow_bleed_res_02_04			LEVEL 05 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_fg_module_interface	item_mustafar_fg_patch_of_hair	item_tow_cube_melee_def_02_04			LEVEL 05 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_fg_camera	item_mustafar_fg_circuit_board	item_tow_poison_res_abs_02_02			LEVEL 05 ITEM
item_mustafar_dg_shield_repair_kit	item_mustafar_fg_decrypter	item_mustafar_fg_chance_die	item_tow_cube_health_willpower_02_02			LEVEL 05 ITEM
item_mustafar_dg_ammo_box	item_mustafar_fg_fuse	item_mustafar_fg_comm_unit	object/tangible/component/weapon/mustafar/tulrus_lance_core.iff			LEVEL 05 ITEM
item_mustafar_dg_ammo_box	item_mustafar_fg_impulse_scanner	item_mustafar_fg_retrofit_kit	item_tow_schematic_throwpillow_02_03			LEVEL 05 ITEM
item_mustafar_dg_ammo_box	item_mustafar_fg_medical_enhancement	item_mustafar_fg_distress_beacon	object/tangible/component/structure/mustafar/must_micro_fiber_weave.iff			LEVEL 05 ITEM
item_mustafar_dg_ammo_box	item_mustafar_fg_ambush_detector	item_mustafar_fg_radio	object/tangible/component/weapon/mustafar/carbine_coil_sfor.iff			LEVEL 05 ITEM
item_mustafar_dg_binoculars	item_mustafar_fg_impulse_detector	item_mustafar_fg_chemical_antidote	item_tow_cube_stamina_02_03			LEVEL 05 ITEM
item_mustafar_dg_binoculars	item_mustafar_fg_homing_beacon	item_mustafar_fg_patch_of_hair	item_tow_cube_health_willpower_02_01			LEVEL 05 ITEM
item_mustafar_dg_binoculars	item_mustafar_fg_brazier	item_mustafar_fg_slave_collar	item_tow_bleed_abs_02_04			LEVEL 05 ITEM
item_mustafar_dg_binoculars	item_mustafar_fg_camera	item_mustafar_fg_module_interface	item_tow_cube_rng_def_02_04			LEVEL 05 ITEM
item_mustafar_dg_binoculars	item_mustafar_fg_document	item_mustafar_fg_comm_unit	item_tow_poison_res_abs_02_01			LEVEL 05 ITEM
item_mustafar_dg_id_badge	item_mustafar_fg_booster	item_mustafar_fg_comm_unit	item_tow_cube_health_willpower_02_01			LEVEL 05 ITEM
item_mustafar_dg_id_badge	item_mustafar_fg_module_interface	item_mustafar_fg_radio	item_tow_bleed_res_02_03			LEVEL 05 ITEM
item_mustafar_dg_id_badge	item_mustafar_fg_camera	item_mustafar_fg_brazier	item_tow_cube_melee_def_02_03			LEVEL 05 ITEM
item_mustafar_dg_id_badge	item_mustafar_fg_decrypter	item_mustafar_fg_patch_of_hair	item_tow_poison_abs_02_04			LEVEL 05 ITEM
item_mustafar_dg_sphere_of_water	item_mustafar_fg_impulse_scanner	item_mustafar_fg_circuit_board	object/tangible/component/weapon/mustafar/flamer_coil.iff			LEVEL 05 ITEM
item_mustafar_dg_sphere_of_water	item_mustafar_fg_distress_beacon	item_mustafar_fg_powerpack	item_tow_schematic_throwpillow_02_02			LEVEL 05 ITEM
item_mustafar_dg_sphere_of_water	item_mustafar_fg_brazier	item_mustafar_fg_impulse_detector	object/tangible/component/weapon/mustafar/pistol_coil_dist.iff			LEVEL 05 ITEM
item_mustafar_dg_bottle	item_mustafar_fg_medical_enhancement	item_mustafar_fg_powerpack	item_tow_poison_abs_02_03			LEVEL 05 ITEM
item_mustafar_dg_bottle	item_mustafar_fg_ambush_detector	item_mustafar_fg_impulse_detector	item_tow_cube_private_def_02_02			LEVEL 05 ITEM
item_mustafar_dg_bottle	item_mustafar_fg_brazier	item_mustafar_fg_homing_beacon	item_tow_cube_constitution_02_04			LEVEL 05 ITEM
item_mustafar_dg_bottle	item_mustafar_fg_camera	item_mustafar_fg_fuse	item_tow_cube_health_stamina_02_02			LEVEL 05 ITEM
item_mustafar_dg_bottle	item_mustafar_fg_document	item_mustafar_fg_chance_die	item_tow_fire_res_abs_02_01			LEVEL 05 ITEM
item_mustafar_dg_medicine	item_mustafar_fg_fuse	item_mustafar_fg_patch_of_hair	item_tow_cube_health_stamina_02_01			LEVEL 05 ITEM
item_mustafar_dg_medicine	item_mustafar_fg_feather	item_mustafar_fg_impulse_scanner	item_tow_poison_res_02_04			LEVEL 05 ITEM
item_mustafar_dg_medicine	item_mustafar_fg_radio	item_mustafar_fg_chemical_antidote	item_tow_cube_combo_ds_02_01			LEVEL 05 ITEM
item_mustafar_dg_medicine	item_mustafar_fg_booster	item_mustafar_fg_ambush_detector	item_tow_cube_constitution_02_03			LEVEL 05 ITEM
item_mustafar_dg_medicine	item_mustafar_fg_decrypter	item_mustafar_fg_slave_collar	item_tow_fire_abs_02_04			LEVEL 05 ITEM
item_mustafar_dg_liquid	item_mustafar_fg_circuit_board	item_mustafar_fg_comm_unit	item_tow_cube_health_const_02_02			LEVEL 05 ITEM
item_mustafar_dg_liquid	item_mustafar_fg_slave_collar	item_mustafar_fg_small_crate	item_tow_poison_res_02_03			LEVEL 05 ITEM
item_mustafar_dg_liquid	item_mustafar_fg_booster	item_mustafar_fg_brazier	item_tow_cube_private_def_02_01			LEVEL 05 ITEM
item_mustafar_dg_liquid	item_mustafar_fg_camera	item_mustafar_fg_chemical_antidote	item_tow_fire_res_abs_02_02			LEVEL 05 ITEM
item_mustafar_dg_liquid	item_mustafar_fg_document	item_mustafar_fg_module_interface	item_tow_cube_health_02_04			LEVEL 05 ITEM
item_mustafar_dg_canister	item_mustafar_fg_impulse_scanner	item_mustafar_fg_powerpack	item_tow_cube_health_const_02_01			LEVEL 05 ITEM
item_mustafar_dg_canister	item_mustafar_fg_chance_die	item_mustafar_fg_small_crate	item_tow_fire_abs_02_03			LEVEL 05 ITEM
item_mustafar_dg_canister	item_mustafar_fg_chemical_antidote	item_mustafar_fg_circuit_board	item_tow_cube_stamina_willpower_02_02			LEVEL 05 ITEM
item_mustafar_dg_canister	item_mustafar_fg_decrypter	item_mustafar_fg_ambush_detector	item_tow_cube_combo_acc_02_01			LEVEL 05 ITEM
item_mustafar_dg_battery	item_mustafar_fg_distress_beacon	item_mustafar_fg_retrofit_kit	item_tow_cube_willpower_02_04			LEVEL 05 ITEM
item_mustafar_dg_battery	item_mustafar_fg_chemical_antidote	item_mustafar_fg_feather	item_tow_fire_res_02_04			LEVEL 05 ITEM
item_mustafar_dg_battery	item_mustafar_fg_radio	item_mustafar_fg_retrofit_kit	item_tow_cube_stamina_willpower_02_01			LEVEL 05 ITEM
item_mustafar_dg_battery	item_mustafar_fg_document	item_mustafar_fg_brazier	item_tow_cube_combo_acc_02_02			LEVEL 05 ITEM
item_mustafar_dg_battery	item_mustafar_fg_decrypter	item_mustafar_fg_camera	item_tow_cube_health_02_03			LEVEL 05 ITEM
item_mustafar_fg_powerpack	item_mustafar_fg_comm_unit	item_mustafar_fg_patch_of_hair	object/tangible/component/structure/mustafar/must_transthermal_padding.iff			LEVEL 03 ITEM
item_mustafar_fg_distress_beacon	item_mustafar_fg_retrofit_kit	item_mustafar_fg_circuit_board	object/tangible/component/structure/mustafar/must_synth_creature_hide.iff			LEVEL 03 ITEM
item_mustafar_fg_medical_enhancement	item_mustafar_fg_cyborg_kit	item_mustafar_fg_impulse_scanner	object/tangible/component/structure/mustafar/must_power_converter.iff			LEVEL 03 ITEM
item_mustafar_fg_small_crate	item_mustafar_fg_cyborg_kit	item_mustafar_fg_patch_of_hair	item_tow_misc_dance_prop_l_02_03			LEVEL 03 ITEM
item_mustafar_fg_chance_die	item_mustafar_fg_impulse_scanner	item_mustafar_fg_circuit_board	item_tow_fire_abs_02_02			LEVEL 03 ITEM
item_mustafar_fg_chance_die	item_mustafar_fg_cyborg_kit	item_mustafar_fg_retrofit_kit	item_tow_cube_willpower_02_02			LEVEL 03 ITEM
item_mustafar_fg_chance_die	item_mustafar_fg_feather	item_mustafar_fg_medical_enhancement	object/tangible/component/structure/mustafar/must_reinforced_support_beam.iff			LEVEL 03 ITEM
item_mustafar_fg_chance_die	item_mustafar_fg_slave_collar	item_mustafar_fg_small_crate	item_tow_cube_rng_def_02_02			LEVEL 03 ITEM
item_mustafar_fg_chemical_antidote	item_mustafar_fg_distress_beacon	item_mustafar_fg_powerpack	item_tow_poison_res_02_02			LEVEL 03 ITEM
item_mustafar_fg_chemical_antidote	item_mustafar_fg_feather	item_mustafar_fg_feather	item_tow_cube_rng_acc_02_02			LEVEL 03 ITEM
